index_label,id,user,time,score,content,keywords,sentiment
10,163286952,我想遇到你,2020-04-22 10:45,4,九寨沟可算得上是四川一个非常出名的景点。它的风景超级的美。只不过九寨沟去的人太多了。现在也没法单独去游玩，只能报团参加。还是有些可惜的。,九寨沟 人太多 报团 游玩 景点 出名 风景 超级 没法 只不过 单独 可惜 四川 只能 参加 现在 一个,0.9814120122555101
11,163395928,工匠,2020-05-07 11:33,4,地震后九寨沟还是略有变化的，冬天去的，景色依旧很美，各个海子都各有特色，空气清新，人又比其他季节少，感觉不错的一次旅行。,各有特色 海子 空气清新 九寨沟 旅行 景色 略有 冬天 地震 季节 依旧 不错 感觉 变化 一次,0.9999976848873597
12,163013826,shilin0427,2020-03-15 20:15,5,九寨沟景区是非常有名的一个景点，位于美丽的四川盆地和青藏高原之间。景点虽然很偏远，但是每年来旅行的人依旧是络绎不绝。景区内山清水秀，空气清新，以后有机会再来玩。,景点 景区 山清水秀 空气清新 偏远 络绎不绝 九寨沟 四川盆地 旅行 青藏高原 美丽 有名 依旧 每年 机会 位于 之间 以后 一个,0.9998811763280296
13,162901092,cc350,2020-02-25 16:37,5,16年淡季去的九寨沟，本想着4月应该春暖花开了吧，没想到还是冰雪覆盖啊，之后第二年就大地震了，额&#x0A;去的时候，导游说由于08年的地震，好多地理环境已经改变了，但魅力依旧啊&#x0A;从成都到九寨沟大巴要开一天啊，那悬崖峭壁的。看着就心慌，还有很多自驾去的，那驾驶技术太佩服了,&# x0A 九寨沟 地震 16 08 要开 春暖花开 自驾 大巴 导游 悬崖峭壁 心慌 淡季 地理环境 佩服 第二年 冰雪 魅力 好多,0.9998229546198197
14,162999508,shilin0427,2020-03-13 11:31,5,九寨沟风景区是非常有名的景区，景区内环境优美，景色宜人，空气清新，山清水秀。这里很遥远，但是每年过来玩的人依旧是络绎不绝，很喜欢这里，下次有时间再来。,景区 山清水秀 景色宜人 环境优美 空气清新 络绎不绝 九寨沟 下次 风景区 遥远 有名 依旧 喜欢 每年 过来 时间,0.9999737442411261
15,163250589,钦奈王导,2020-04-16 13:27,5,4月来的九寨沟，风景很好，都说九寨沟归来不看水。里面的海子很美，每个季节都有不一样的风景，最佳旅游季节7到10月。五彩池因为地震后的原因，没有之前的那么大。很喜欢静海，感觉像是瑞士风光一样,九寨沟 风景 季节 五彩池 看水 10 静海 海子 归来 风光 瑞士 地震 最佳 旅游 像是 每个 喜欢 里面 感觉 之前,0.9999899224018838
16,162971608,shilin0427,2020-03-08 17:58,5,九寨沟风景区是神州大地上的一颗璀璨的明珠，九寨沟位于阿坝羌族藏族自治州，景区内大大小小的海子超过一百个，点缀在九寨沟的每一个角落，景区内的山和水交汇在一起让景区内变得格外有生机。,九寨沟 景区 神州大地 海子 阿坝 璀璨 羌族 一百个 点缀 生机 交汇 自治州 明珠 藏族 大大小小 角落 风景区 一颗 变得 位于,0.9740632025712836
17,162877032,shilin0427,2020-02-20 23:12,5,冬天的九寨沟不同于夏天的九寨沟，更不似秋天的多彩靓丽，但是有他独特的静美，虽然经历过地震的洗礼，但是仍然不失他的独特。很喜欢冬天的九寨沟，希望下次还有机会再来看冬天九寨沟的样子。,九寨沟 冬天 静美 独特 更不似 多彩 靓丽 洗礼 不失 下次 秋天 不同于 地震 夏天 经历 样子 喜欢 希望 机会,0.9999999999956808
18,162977764,shilin0427,2020-03-09 20:18,5,九寨沟景区是非常有名的景点，景区坐落于美丽的阿坝羌族藏族自治州，虽然很遥远，但是来玩的人依旧络绎不绝。经过地震的洗礼，九寨沟的魅力丝毫不减，以后有机会会在去玩的。,九寨沟 景区 阿坝 坐落于 羌族 络绎不绝 景点 洗礼 不减 自治州 藏族 魅力 遥远 丝毫 地震 美丽 有名 依旧 机会 以后,0.9999988591711971
19,162725364,wengweng1978,2020-01-24 18:03,5,九寨归来不看水，今天刚刚去玩过，景色真的很美！景区必须要乘坐观光车到每个景点，这样很方便，我的建议是从最高处往下游玩，淡季人不是很多，但景色不打折，至于高原反应，我个人觉得还好，早饭吃过后吃了两瓶红景天，可能是这个原因，我个人最喜欢五彩池，五花海！太美了！,景色 红景天 五彩池 五花海 看水 观光车 九寨 两瓶 最高处 游玩 景点 打折 淡季 景区 乘坐 归来 早饭 还好 过后 高原,0.9999797261211851
20,162938634,M27****4442,2020-03-03 08:06,5,中国有句话，叫“九寨归来不看水”，去了一次九寨沟，果然名不虚传。湛蓝透亮的长海，五彩斑斓的五彩池，层次丰富清澈见底的五花海，随手一拍，就是大片,五彩池 五花海 有句 看水 长海 清澈见底 五彩斑斓 九寨 湛蓝 透亮 名不虚传 九寨沟 一拍 随手 归来 层次 大片 丰富 一次 中国,0.9999912046393573
21,162175167,M27****9122,2019-12-02 14:05,5,一夜之间、九寨沟这座城市就冷了、风一动寒一重、愿所有人、有衣暖身、有人暖心、秋天的思念，一叶一叶地飘落，冬日的雪花，一片一片地翩跹，对你的爱，凋落又萌生，永无止境地辗转在流年。,一叶 翩跹 衣暖身 暖心 凋落 永无止境 一片 一重 飘落 萌生 冬日 九寨沟 一夜之间 辗转 雪花 思念 秋天 一动 所有人 这座,0.9896811401763198
22,162864509,卜一样的旅行,2020-02-18 18:03,5,九寨沟基本上三月就进入春季，春天万物复苏，植被萌芽，泉水叮咚，景色真不错，温度回升，气候适宜，非常适合前去，天气好的话看着是最漂亮的。,真不错 非常适合 九寨沟 泉水 萌芽 景色 春季 万物 三月 适宜 春天 植被 漂亮 前去 天气 温度 气候 回升 看着 复苏,0.9999994577583735
23,163321194,莞邑虎岭,2020-04-27 20:52,5,九寨沟：世界自然遗产、国家重点风景名胜区、国家AAAAA级旅游景区、国家级自然保护区、国家地质公园、世界生物圈保护区网络，是中国第一个以保护自然风景为主要目的的自然保护区。,自然保护区 地质公园 国家 AAAAA 自然遗产 自然风景 九寨沟 生物圈 名胜区 世界 保护区 国家级 景区 风景 旅游 网络 第一个 目的 保护 重点,0.9999999882896374
24,162994725,shilin0427,2020-03-12 14:55,5,九寨沟风景区位于阿坝羌族藏族自治州，从机场到景区要2小时车程，景区淡季门票可以使用两天，景区内交通费90元，可以一天内不限量乘坐。,景区 90 交通费 车程 阿坝 羌族 限量 九寨沟 淡季 门票 自治州 藏族 风景区 乘坐 机场 两天 小时 一天 位于 使用,0.8179768517189975
25,163068762,卢湾申花魂,2020-03-20 20:07,5,九寨沟绝对是风景很漂亮的一个景点了啊，喜欢看风景的人来这里绝对是没错的啊，很喜欢来这里玩啊真的是非常的有意思拍拍照很合适。,风景 人来 喜欢 很漂亮 九寨沟 景点 没错 拍拍 有意思 合适 真的 一个,0.9999997193323733
26,163312215,李sir588,2020-04-26 12:27,5,环境跟想象中一样的华美，整体的装修格调很是喜欢，很安逸的氛围的，这家实在我逛过的当中算是不错的，X真的棒极了，味道真心不错，值得推荐的一家店啊，性价比很好，服务员热情，周到，相当的nice~以后还会考虑在来~,不错 棒极了 nice 逛过 安逸 性价比 格调 华美 服务员 周到 真心 装修 氛围 味道 这家 想象 热情 算是 还会 值得,0.9999999987523416
27,163290610,一笑而过1870,2020-04-22 21:59,5,风景如画，清凉透顶😁😁&#x0A;运气好到爆！四月下旬，九寨沟里居然还能下雪，导游说我们看到了两个季节的九寨，可就是坑爹的冷。&#x0A;想象一下，十月中旬，五彩池也好，五花海也好，色彩应该也是极为艳丽的，不愧是九寨,&# x0A 九寨 五彩池 五花海 坑爹 风景如画 透顶 导游 九寨沟 下雪 艳丽 不愧 清凉 运气 四月 下旬 中旬 十月 色彩,0.9634323494886007
28,163284857,M22****7230,2020-04-21 23:13,3,携程订票很方便，10块钱的保险费也没有单独收了。导游直接给了。疫情期间景区必须全程一辆车，像一个旅游团一样到哪里都是固定时间不是很方便。不自由。停车场30一天。但是景区出来大巴车下车位置去停车场很远，走路20分钟。,停车场 景区 方便 10 30 大巴车 20 旅游团 订票 携程 导游 保险费 一辆车 块钱 全程 下车 疫情 走路 单独 分钟,0.0003093689300209812
29,162806659,WillSum,2020-02-07 16:32,5,很美丽的风景来形容的话九寨沟绝对是其中之一&#x0A;独特的山间环境活水的感觉很棒&#x0A;虽然已经十几年前去的九寨沟不过还是无法忘记&#x0A;清晨进镜海等待日出时分的倒影还是诺日朗瀑布巨大的水流还有火花海的五颜六色都让人赞叹不已,&# x0A 九寨沟 进镜海 诺日朗 很棒 赞叹不已 活水 倒影 五颜六色 火花 日出 山间 清晨 十几年 形容 风景 瀑布 时分 水流,0.9992989233270508
30,162360472,M37****1777,2019-12-21 10:22,5,冬季的九寨水依旧碧蓝碧蓝&#x0A;最精华的五花海不仅色彩丰富&#x0A;早晨水面上会有蒸蒸向上的水气，如梦如幻&#x0A;海子边的树梢上都挂满了洁白的雪&#x0A;倒映在宁静湛蓝的水中，无与伦比的浪漫,&# x0A 碧蓝 海子边 蒸蒸 五花海 如梦如幻 倒映在 九寨 湛蓝 无与伦比 挂满 水气 树梢 浪漫 洁白 宁静 精华 早晨 水中,0.9945824495254472
31,162260155,娴雅小溪,2019-12-11 12:44,5,四川阿坝九寨沟风景区：位于四川省阿坝藏族羌族自治州九寨沟县境内，为国家级自然保护区，5A级旅游景区。九寨沟景区青山碧水，散布着大大小的海子、湖泊、瀑布群，每处海子都晶莹透澈，犹如一幅迷人的画卷，精致优美，令人称奇。,海子 九寨沟 景区 四川省阿坝藏族羌族自治州 九寨沟县 令人称奇 5A 每处 透澈 瀑布群 碧水 阿坝 画卷 青山 迷人 晶莹 国家级 散布 风景区 精致,0.9999636043383542
32,162225333,真诚7577,2019-12-07 19:20,5,中国最美的水绝对是在九寨沟，冬天的九寨沟银装素裹，大地都披上了一件银色的盛装，水还是那样的五彩斑斓，让我沉醉其中不可自拔，水面那些枯枝落叶的点缀给予了九寨沟不一样的韵味，水里倒映着水面的美景，似乎是一面镜子让美景更增添一份特别。,九寨沟 美景 水面 银装素裹 不可自拔 五彩斑斓 倒映 沉醉 一面镜子 盛装 枯枝 韵味 银色 最美 点缀 披上 落叶 增添 大地 冬天,0.9999997450909391
33,162102619,M22****4422,2019-11-25 16:08,5,九寨沟，位于四川省阿坝藏族羌族自治州九寨沟县境内，国家5A级景区，世界自然遗产，世界生物圈保护区，被世人誉为“童话世界”，号称“水景之王”，故有“九寨归来不看水”之说。九寨沟地处青藏高原、川西高原、山地向四川盆地过渡地带，属世界高寒喀斯特地貌，总面积约620km&amp;#178;，约有52[%]的面积被原始森林所覆盖，诸多珍稀野生动物栖息于此。,九寨沟 世界 四川省阿坝藏族羌族自治州 九寨沟县 5A 看水 620km amp 178 52 水景 童话世界 自然遗产 川西高原 九寨 喀斯特地貌 生物圈 原始森林 誉为 珍稀,0.999999999863924
34,162059974,境无界,2019-11-21 16:36,5,冬天的九寨沟，美到你怀疑人生！&#x0A;九寨归来不看水，水永远是九寨沟亘古不变的主题。&#x0A;冬日里，九寨沟的水少了几分肆意和张扬，多了些纯洁和宁静，越发的晶莹清澈，把九寨沟装扮成一个水晶的世界，山峦与树木银装素裹，瀑布与湖泊冰清玉洁。&#x0A;冬天的九寨沟，在冰雪的映衬下，银装素裹、玲珑剔透，像一幅素雅的国画，俨然呈现出和北方不一样的雪景，深情款款地展示着它独有的冰雪柔情…,九寨沟 &# x0A 银装素裹 冰雪 冬天 深情款款 美到 看水 水少 冰清玉洁 雪景 素雅 九寨 国画 亘古 装扮成 玲珑剔透 映衬 柔情,0.9999999999889619
35,163363522,M67****93,2020-05-03 17:11,5,九寨沟一年四季风景都不一样，都说九寨归来不看水，一点都不会错，如果你秋天来九寨沟那简直就是置身于童话世界里，真的太美！,九寨沟 看水 童话世界 九寨 不会错 置身于 一年四季 归来 秋天 风景 真的 一点,0.9997153572397519
36,162842209,山茶叶蛋糕,2020-02-14 09:46,5,有一首歌叫《神奇的九寨》，真实的写出了九寨沟的美。九寨沟一年四季美景都不相同，最美的是秋季和冬季，特别是冬季，冰雪九寨沟，那才是真正的童话世界，让人流连忘返。,九寨沟 冬季 流连忘返 童话世界 九寨 一首歌 最美 一年四季 美景 那才 神奇 冰雪 写出 秋季 真实 相同 真正 特别,0.9999999878657385
37,162144651,Seba_zhou,2019-11-29 14:08,5,不敢说走遍了全球，起码走遍了好多好多地方。九寨沟风景区是我最喜欢的地方之一。那个美景是无法用语言来描述的，此景只应天上有，人间难得几回真。说上帝打翻的调色盘太过笼统，好吧，都得自己亲眼去看。,走遍 调色盘 好多好多 此景 应天 笼统 打翻 几回 美景 九寨沟 地方 太过 风景区 起码 上帝 人间 描述 语言 喜欢 无法,0.9838182483303485
38,162772088,1390169****,2020-02-01 15:23,5,黄山归来不看山，九寨归来不看水。水是九寨沟的灵魂，号称水景之王。九寨沟位于四川阿坝州，三沟九寨一百一十八湾水中，翠海、叠瀑、彩林、雪峰和藏情，这是一个古朴的人间天上，让人迷恋、让人陶醉。,九寨 九寨沟 归来 阿坝州 人间天上 看山 看水 水是 三沟 八湾 翠海 彩林 藏情 水景 一百一十 迷恋 雪峰 古朴 陶醉 之王,0.9999999979907417
39,163211887,心随吾动,2020-04-10 20:59,5,九寨归来不看水，黄山归来不看山一点没错。九寨沟的水是天然的调色盘，景色宜人，随便一拍都可以当做壁纸。,归来 看水 看山 调色盘 景色宜人 九寨 壁纸 九寨沟 黄山 一拍 没错 当做 随便 天然 一点,0.9947699549290304
40,162561703,粉红色的猴,2020-01-07 23:28,5,九寨沟四季景色各有千秋，非常迷人。景区内还有种类繁多的动植物资源，原始森林遍布。沟中雪峰立、林木茂密，水池浅滩五彩斑斓，晶莹的溪水穿行于森林和浅滩之间，被誉为“美丽的童话世界”。,浅滩 沟中 童话世界 五彩斑斓 各有千秋 溪水 水池 九寨沟 雪峰 原始森林 迷人 晶莹 穿行 茂密 景区 四季 遍布 景色 林木 动植物,0.9999999994604263
41,162866051,shilin0427,2020-02-18 23:26,5,冬天的九寨沟有着自己的特色，门票可以使用两天，可以慢慢的看景区的每一个角落，慢慢的感受它的气息。冬天的九寨沟有这自己的静美，没有那么多喧嚣，但是很容易让人倾听到自己的世界。,九寨沟 冬天 静美 慢慢 喧嚣 门票 倾听 角落 景区 气息 感受 两天 特色 有着 容易 使用 世界 一个,0.9999998889122311
42,162132084,真诚7577,2019-11-28 10:20,5,神奇的九寨沟，人间的仙境，来了还想再来的地方，我去了两趟了，景区有接驳车，适合老少皆宜的，中国最美的水绝对是九寨呀，不信你去看看吧,老少皆宜 接驳 九寨 两趟 仙境 最美 九寨沟 景区 神奇 人间 适合 看看 地方 中国,0.9881605129310236
43,162947239,小鸡棍,2020-03-04 15:38,5,九寨沟是国家级5A景区，国家级的自然保护区，去九寨沟主要是看水的，各种各样的的湖非常漂亮，也是西游记的取景地之一，非常值得推荐。,九寨沟 国家级 5A 看水 取景 西游记 景区 各种各样 自然保护区 漂亮 值得 推荐 主要,0.9999937599570108
44,163280777,_WeCh****62026,2020-04-21 10:11,5,真的是太好看了…大早上在山上下雪了❄️！,下雪 好看 早上 山上 真的,0.4903394139958397
45,162923376,旅行者,2020-02-29 15:49,5,九寨沟是最值得去旅游的景点了它是我所见过的最美的景点。走进景区就融进了大自然的怀抱——那醉人的绿啊把我的心都融化了，那饱含树草清香的空气啊让我禁不住贪婪的呼吸，越走心越静，灵魂也得到了荡涤……,景点 树草 走心 越静 荡涤 融进 醉人 饱含 最美 九寨沟 清香 融化 怀抱 贪婪 禁不住 大自然 景区 灵魂 呼吸 旅游,0.9999999999879385
46,162672255,_WeCh****460040,2020-01-18 16:13,5,九寨，梦幻的天堂！永远值得一去的地方！那水或蓝或绿，那瀑布或细如发丝或宽阔如悬挂的大河，水深却清可见底，游鱼一群群一簇簇，仿佛在为自己身处仙境而向游人炫耀。那真是让人流连忘返的地方！哦，那山那水那九寨……,那水 九寨 或细 那山 流连忘返 一簇簇 游鱼 发丝 一群群 仙境 梦幻 地方 身处 一去 炫耀 游人 天堂 宽阔 大河 瀑布,0.9999672461068119
47,162607322,M60****675,2020-01-13 10:29,5,风景如画，即使冬天去的，也是很美，水特别好看，瀑布群很美。路标标的清楚，景区观光车服务态度好，一路介绍景点，每辆车还配一名工作人员提醒游客游玩路线和注意事项。不过不满意的这点和景区无关。沟口到景区，不太方便，没找到景区直达车，这对散客不太方便。坐出租车，被多坑了20块，让人不太舒服。,景区 不太 直达车 方便 还配 20 观光车 散客 风景如画 每辆车 服务态度 路标 瀑布群 沟口 注意事项 游玩 景点 出租车 好看 舒服,0.31404803977493
48,162187900,腥涩的海风,2019-12-03 18:45,5,九寨沟，第一眼就让你感到惊艳！至今难忘。&#x0A;【景色】九寨归来不看水，并不是吹的，那种体会很深刻。不多说，强烈建议有机会去看看。&#x0A;【趣味】游走在童话般的大自然美景之中，那种欣喜是发自内心的。木制栈道的运用恰到好处。&#x0A;【性价比】相比其他的景区，我觉得性价比很高。,&# x0A 性价比 强烈建议 看水 那种 童话般 九寨 发自内心 惊艳 第一眼 恰到好处 栈道 游走 美景 九寨沟 趣味 木制 欣喜 难忘,0.999999999972343
49,162059841,周游列国,2019-11-21 16:25,5,查洼沟是九寨沟四条游览路线距离最长、海拔最高的一条游览路线。层峦叠嶂，山势挺拔，眺望远方，皑皑雪峰，尽收眼底。五彩池是九寨沟里最小的湖泊，但又是颜色最丰富的一个。湖水如梦如幻，从天蓝，碧蓝，到榄绿。天气好时，能看到蓝天白云的映在水面上。冬季来访也不要紧，当四周蒙上白雪时，五彩池也不会结冰，别有一番风味！&#x0A;长海与五彩池相反，是九寨沟最高、也是最大的一个湖泊。湖泊四周的高山终年积雪，湖面宽阔，湖水呈墨蓝色，水源来自于高山融雪。在这里既能看到叠翠，也能看到雪峰。山，水，林完美融合。&#x0A;树正沟是九寨沟主沟，也是九寨沟秀丽风景的大门，全长13.8公里，共有各种湖泊40余个。虽然此次火花海没有开放，仍然有多处美景等你来。&#x0A;芦苇海是一个半沼泽湖泊。碧绿的湖水蜿蜒穿行，被一大片芦苇丛簇拥着，两种颜色，泾渭分明。这里也是水鸟栖息的圣地，时有鹭鸶和野鸭游于水中，为仙境增添了生机。,九寨沟 五彩池 &# x0A 湖泊 湖水 雪峰 游览 看到 路线 高山 四周 颜色 树正沟 查洼沟 到榄绿 好时 呈墨 主沟 13.8,0.9999999999999984
50,162059648,勇猛十温柔,2019-11-21 16:14,5,五花海是一个名副其实的五彩湖泊，被誉为“九寨沟一绝”。在阳光、藻类、钙华的作用下，湖水显现出天然的五彩斑斓。秋日里层林尽染，也倒映在水中，清澈斑驳，让人不敢相信自己的眼睛。这次九寨沟重开也包括此处，所以绝对不亏！&#x0A;珍珠滩位于五花海下游，和珍珠滩瀑布组成经典打卡点。瀑布打在滩上，水珠就像粒粒珍珠，故有此名。电视剧《西游记》片头中，唐僧师徒牵马涉水的地方就是这里。&#x0A;诺日朗瀑布是中国大型钙华瀑布之一，比珍珠滩瀑布要宽上100余米，也是中国最宽的瀑布。&#x0A;瀑布飞流直下，声势浩大，“诺日朗”在藏语中是伟岸高大的意思，瀑布的壮观可想而知。隆冬时节这里则会出现独特的冰瀑奇景。,瀑布 &# x0A 珍珠 五花海 钙华 诺日朗 九寨沟 片头 层林尽染 粒粒 打卡 冰瀑 飞流直下 不亏 牵马 100 中是 伟岸 五彩斑斓,0.9996204340567684
51,163419262,Susan2019,2020-05-10 20:53,5,最美九寨，四季都有不同的景色，经历了一次地震之后，与之前的景色相比不同了，但是九寨就是在这种多次的地震之后才发展演变成了这样独特的景致，这也是她的另一次重生。,九寨 景色 地震 重生 一次 最美 景致 演变成 之后 四季 独特 经历 相比 之前 这种 发展,0.9999988567404731
52,162517554,吾兮永,2020-01-03 08:55,4,我一直觉得九寨沟是中国最美的风景区，这里的水山树草都非常的漂亮，非常的有特色，天空碧蓝，湖水碧绿。处处是风景，处处是仙境，唯一可惜的就是现在游客特别多。,水山树草 碧蓝 仙境 最美 碧绿 九寨沟 风景区 湖水 风景 游客 漂亮 天空 可惜 特色 唯一 觉得 特别 一直 现在 中国,0.999983988946379
53,163302594,_WeCh****804984,2020-04-24 21:37,3,可能因为季节原因吧，不是很好，本来期望值特别高，但是实际不太好，水位也低。门票也贵，四个人一千多😂😂,期望值 一千多 不太好 门票 水位 季节 四个 本来 实际 原因 特别,0.40293264239608295
