id,user,time,score,content
163419262,Susan2019,2020-05-10 20:53,5,最美九寨，四季都有不同的景色，经历了一次地震之后，与之前的景色相比不同了，但是九寨就是在这种多次的地震之后才发展演变成了这样独特的景致，这也是她的另一次重生。
162517554,吾兮永,2020-01-03 08:55,4,我一直觉得九寨沟是中国最美的风景区，这里的水山树草都非常的漂亮，非常的有特色，天空碧蓝，湖水碧绿。处处是风景，处处是仙境，唯一可惜的就是现在游客特别多。
163302594,_WeCh****804984,2020-04-24 21:37,3,可能因为季节原因吧，不是很好，本来期望值特别高，但是实际不太好，水位也低。门票也贵，四个人一千多😂😂
163326303,e02****79,2020-04-28 17:07,3,疫情期间，需要提前两天订票。诺日朗含餐只有每人一份十元的小食。地震后的很多景都关了，有待恢复。现在是枯水期，季节海全干。瀑布，长海，五色池水量都很小。没太阳的情况下，景色确实不好看！
162117948,M27****9122,2019-11-26 22:35,5,神奇的九寨沟，漂亮的九姑娘。位于四川阿坝州的九寨沟风景如画，这里的水特别的灵动，清澈。水中的钙化树木清晰可见，与透澈的湖水一起闪闪发亮。
163299689,288****906,2020-04-24 12:09,5,九寨沟县漳扎镇，因九个藏族村寨而得名，被联合国教科文组织列为世界自然遗产。以“九寨六绝”——翠湖、叠瀑、彩林、雪峰、藏情、蓝冰而闻名。
162835386,shilin0427,2020-02-12 23:03,5,冬天的九寨沟很漂亮，门票可以使用两天，门票也便宜，冬天的九寨沟具有一种独特的静美，很容易让人陶醉。冬天的瀑布水流不大，但是静态的冰花和流动的水花混在一起有一种別味的滋味。
163142217,a意念中的空气,2020-03-31 10:27,5,春天的九寨沟，美成了人间天堂，疫情过后景区开放了
163450096,米伦刘细君,2020-05-15 08:50,5,非常有名的川西景点，以水最为出名！清澈、色彩斑斓、景色优美，配套设施齐全。就是之前去觉得人太多！景区外面酒店等吃住行样样齐全。
163199787,趴在墙头,2020-04-09 07:50,4,九寨沟的风景真的是不用多说，去看过九寨沟的人回来之后，几乎不会再欣赏其它的山水，这就是九寨沟的魅力，一个让你流连忘返的地方。
162506283,gz当地向导伊妹儿,2020-01-02 17:41,5,九寨沟风景区景色很美很漂亮，有特色的地方，纯天然自然风景，景色优美，风景宜人，风光无限美，趣味性强，性价比超高的，美极了。
163372416,M47****510,2020-05-04 15:43,5,可能是疫情的原因吧，当天我们很多人都被告知是无效票，一部分人都无法进沟，不知道是什么原因，不过携程很负责任，帮我多方面联系安排，好在可能我买票买的早，等了一个多小时后终于查到了票！携程还因为耽误了我们一个多小时，送了相应补偿！总的来说还是值得
162750961,shilin0427,2020-01-28 23:37,5,九寨沟的美算得上是大自然的鬼斧神工了，虽然经历了地震，但是它的美丽依然是独一无二的，春天的九寨沟万物复苏，山底已经春回大地，山顶依然白雪皑皑，夏天的九寨到处洋溢着生机，秋天的九寨是一年中最美的时刻，到处都像是一幅幅美丽的画卷，而冬天的九寨，有一种静态的美。
162685291,眼中的美,2020-01-19 23:52,5,九寨沟芦苇海海拔2140米，全长2.2公里，是一个半沼泽湖泊。流动的蓝色湖水和白茫茫的芦苇丛形成鲜明的对比，犹如一条冰蓝的翡翠玉带镶嵌其中，纯净至极，比起夏日绿油油的生机，可多了不少艺术的色彩～
162706289,大眼睛小盆友,2020-01-22 10:49,5,享誉世界的旅游胜地，世界自然遗产，这里位于青藏高原边缘带，由于海拔落差比较大，景观层次分明，地质种类丰富，自然风光优美，畅游其间，一步一景，如在画中游。
162581271,咖啡渣,2020-01-10 11:07,5,九寨沟，以有九个藏族村寨而得名。重重的山峦和茂密的森林，彩色的湖泊和奔涌的飞瀑，各种鸟类和珍禽，九寨沟中任何一景，看似都有如一幅优美而出色的图画一般。
162139058,紅氿,2019-11-28 22:05,4,地震后，原始森林、熊猫海、箭竹海等传统景点至今仍未能开放。童话世界九寨沟，11月-12月是九寨沟最美的时候，满山红叶，偶尔一场小雪，然后天气转晴，一天之类可以欣赏到两种不同景色。
163256223,照莹映雪,2020-04-17 11:30,5,上帝画笔创造的地方，最佳景色是9月份，黄龙需要爬点山，五彩池的缤纷是值得的，原始森林如果能遇到雪就再好不过
162085266,M48****759,2019-11-24 00:04,5,九寨沟风景如画，水清澈见底，树影倒映水中。形成五彩画面，如仙境一般。景区大巴可换乘任意景点，十分方便块捷。步行道，乘车道互不干拢。来一次吧！值！
162835369,名人画家,2020-02-12 22:52,5,【景色】美轮美奂，美哒哒哒！水美，水的颜色变幻莫测，没法形容，一天旅游根本无法看完。。。&#x0A;【趣味】高&#x0A;【性价比】高，值得，
162495186,噼里啪啦,2019-12-31 23:15,4,低估了这边的冷，只带了一件外套，里面套了几件毛衣，下山时还是冻感冒了&#x0A;九寨的美，镜头拍出不及他的九分之一美，纵使错过了九寨最美的季节
162780601,shilin0427,2020-02-02 21:16,5,冬天的九寨沟没有那么多生机，却有自己独特的美，到处都是看起来很安静，但是细细观察却也隐藏着很多生机，这种静中衬托出的动景格外吸引人
162861632,我爱一个人的旅游,2020-02-18 08:25,5,九寨沟风景天下无敌，这个地方的风景也如九寨沟。
163323693,M30****5850,2020-04-28 09:06,5,非常非常美，。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。不。。。。。。。。。。。。。。。。。
163400351,_WeCh****056166,2020-05-07 23:01,2,既然你们说四五月九寨沟是枯水季，瀑布没什么样子，季节海是干的，五彩池就碗底大的一点水，藏寨也不让进，扎如寺也不让进，为什么四月一日起就要按旺季收费呢？游客旅游体验一点也不好。看了下五一后又涨了四十块的沟口酒店车接送费，本来出沟口一公里多路程到停车场的十块钱出租费已经够贵了，景区这是变着花样涨价弥补疫情期间的收入吗？
162247253,圣城邓肯,2019-12-10 00:56,5,说实话如果纯景点的话可以打5分，但是自驾过去那路太让人崩溃了…在景点还未完全开放的情况下已经很不错了，空气好，景色好，之前有朋友去过拍的图片还以为是P的，但是自己去过之后就真信了。没怎么认真看景色，就光顾着拍照了，尤其是五彩池和瀑布那里，五彩池去的太早阳光不明显的情况下，池子颜色并不明显，瀑布是真的挺不错的，其它的就没怎么看了，回程时候的几个景点都没人愿意下去看了，主要坐观光车太不容易了，时间多半都耗在路上了，等新建的寺庙建好了，高速通车了还会再来的！
161130672,三山五岳35,2019-09-24 11:18,5,最近也就是9月27日，九寨沟风景区将要重新开放！可以说，这是一个特大的喜讯！&#x0A;九寨沟的水，五彩斑斓，晶莹剔透！九寨沟的山葱葱郁郁，石灰岩的山顶如白雪覆盖。特别是秋天的九寨沟，在蓝天白云的映照下，简直就是神仙的世界！人间真正的天堂！&#x0A;九寨沟位于四川和甘肃交界的地方，因山沟里面住着藏族的九个山寨而得名。这里的山水别有风情，这里是藏族同胞的世代居住的世外桃源。要不上个世纪80年代被伐木工人偶尔发现，这块绝世的美景，不知什么时候才能被我们欣赏到，享受到！&#x0A;有两条线路可以进到九寨沟，一条从甘肃的陇南坐车进入，这条线游客相对少一些。一条从成都坐飞机或者坐大巴进入这条线人多比较拥挤。&#x0A;带上你的心，带上你的眼晴，带上你的爱人和孩子，带上你的相机，来九寨沟吧！&#x0A;9月27日，九寨沟80[%]左右的景区要重新开放了！地震对九寨沟景区造成了很大的破坏，经过几年的整修，最近就要对游人开放！&#x0A;估计今年这个十一长假，九寨沟景区如果不限制每天5000人的接待规模，会被世界各地慕名而来的游客挤爆了！
163340173,泸州小佳佳,2020-04-30 20:31,5,这次旅行不太顺利，车坏在路上，因为要修理就赶不上第二天的行程，不过联系了景区和携程，爽快的就把票退了，这一点很满意，让我在这一段不愉快的旅途中稍有安慰！
163375337,_WeCh****032313,2020-05-04 21:18,5,九寨沟景色很美，一路拍了很多美景！坐观光车也很方便，唯一感觉不大好的是下山的时候，观光车的终点站离出发站竟然相距1.5公里，只能打的回去出发点取车。
163252573,M48****396,2020-04-16 19:44,5,。。。。。。？！！！！！！！！！！！！？。。。。。？？？！！！！！！！！！！！！！。。。。？！！！！？？？？。。。？！！！？？？？？！！！！！？
162813804,shilin0427,2020-02-08 23:23,5,冬天的九寨沟有一种独特的美，一张门票可以用两天，可以有更充足的时间感受九寨沟的独特美。每一个海子都没有了夏日的灵动，却有一种独特的安静让人陶醉。
162831281,我想遇到你,2020-02-12 08:38,4,就是来九寨沟收获了太多太多，这里的美景真的让人流连忘返，每一个地方都深深吸引了我，随便一拍就是一幅非常漂亮的画面，就是游客太多，其他的都还好。
163197118,_WeCh****111905,2020-04-08 19:18,4,4月初来的九寨沟，景色很美，疫情期间，人很少&#x0A;景区导游非常热情，申请最后10公里步行，再三叮嘱我注意事项，非常敬业，赞!希望能在10月雨季后来一趟
162841841,不如没有好,2020-02-14 08:37,4,非常值得推荐，非常值得来的地方，人的一生一定要去一次九寨沟，看一看那里的美丽风景，绝对不会让你失望，真的是太美了。去了一次还想再去的地方。
163375265,可爱的大熊,2020-05-04 21:12,5,景区同志的服务态度很好，景区内的吃食在五A景区可说合理，毕竟送上钱也是需要运费的。不过一路上没有卖水的，需要带足水。当地天气本来就偏干。
162359369,不如没有好,2019-12-21 08:05,4,心情不好的时候来到九寨沟看看，绝对会质疑你的店里的每一个情人，都会让你陶醉来了之后还会再想来的一个地方。真的是会让你流连忘返的一个地方。
163379132,M41****589,2020-05-05 10:05,5,很好，很不错，值得游玩。但是说实话，景区受地灾影响还是特别大，很多大的景点都没有了。哎，可惜。总之现在就是比较简陋了。一切从简，哈哈。
163215454,M59****677,2020-04-11 11:05,5,挺好的，感觉去的时候节气没选好，没看到雪，也没有看到夏日的水但是风景同样的很美丽
163419033,M26****5700,2020-05-10 20:11,5,九寨沟四最值得去的地方，风景如画，让你流连忘返。
163304888,stwwei,2020-04-25 09:40,5,先去的黄龙，后到九寨沟，总感觉还是黄龙略胜一筹。
163395601,一一ygtbfkm,2020-05-07 10:22,5,国内最美的景色了，地震前更美一些，太遗憾了。
162739261,_ZFB****38225,2020-01-27 01:07,5,觉得这是全中国最美的景区，无论去几次都是不一样的美，百去不厌啊，即使人很多即使路程远，但觉得值得，九寨归来不看水，真的是这样
163322332,M37****5189,2020-04-27 23:44,5,可以。。。。。。。......................。。。。。。。。.....................
163292284,121****533,2020-04-23 08:11,5,上天打碎的五色油彩，点缀儿人间的青山碧水
